1,"104439334","14"
2,"104444336","16"
3,"104449335","13"
4,"104454331","12"
5,"104459333","13"
6,"104504328","11"
7,"104509332","13"
8,"104514337","15"
9,"104519411","28"
10,"104524350","29"
11,"104529447","25"
12,"104534338","14"
13,"104539338","15"
14,"104544338","17"
15,"104549351","30"
16,"104554337","13"
17,"104559335","14"
18,"104604331","12"
19,"104610598","17"
20,"104615594","16"
21,"104619618","28"
22,"104625593","29"
23,"104629610","18"
24,"104634604","15"
25,"104639602","13"
26,"104645619","32"
27,"104649613","23"
28,"104654602","10"
29,"104659627","33"
30,"104704599","9"
31,"104710596","22"
32,"104714603","12"
33,"104720594","26"
34,"104725593","11"
35,"104729331","13"
36,"104734329","12"
37,"104739343","23"
38,"104744332","14"
39,"104749353","31"
40,"104754336","18"
41,"104759342","16"
42,"104804463","41"
43,"104809338","15"
44,"104814455","116"
45,"104819343","19"
46,"104824336","18"
47,"104829351","30"
48,"104834333","14"
49,"104839345","20"
50,"104844335","14"
51,"104849331","13"
52,"104854346","25"
53,"104859432","29"
54,"104904601","12"
55,"104909705","22"
56,"104914610","20"
57,"104919604","15"
58,"104924603","11"
59,"104929609","19"
60,"104934604","14"
61,"104939616","24"
62,"104944605","10"
63,"104949606","15"
64,"104954607","17"
65,"104959605","14"
66,"105005592","129"
67,"105009611","21"
68,"105014600","10"
69,"105019601","12"
70,"105025598","21"
71,"105029607","16"
72,"105034611","20"
73,"105039333","16"
74,"105044615","22"
75,"105050597","23"
76,"105054600","11"
77,"105100593","40"
78,"105104604","14"
79,"105109615","11"
80,"105114609","13"
81,"105119608","19"
82,"105124607","13"
83,"105129627","11"
84,"105134601","12"
85,"105139603","13"
86,"105144602","11"
87,"105149601","13"
88,"105155594","36"
89,"105159621","28"
90,"105204601","11"
91,"105209608","14"
92,"105215593","22"
93,"105219604","16"
94,"105224604","13"
95,"105229604","15"
96,"105234607","17"
97,"105240598","12"
98,"105244601","10"
99,"105249681","32"
100,"105254617","26"
